# Registry of RETRACTED phrasings — consumed by scripts/doc_gates.sh (gate 3).
#
# WHY: a correction ledger that says "this was propagated" is a CLAIM, not evidence.
# On 2026-08-01 the four-rule conflict theorem's retracted scope was still stated on the
# README front page, in TR-1's executive summary, in a figure alt-text, and in the
# CLAIMS_DECIDED row grading it REFUTED — invisible to three review passes precisely
# because TR-2's revision entry asserted the propagation was already done. This file
# makes the ledger self-enforcing: add a row when you retract something, and the gate
# fails if the retracted wording ever reappears.
#
# FORMAT (tab-separated, 3 columns):
#   <retracted fixed string>	<file allowed to narrate the retraction>	<note>
# The allow column is matched as a substring of the "file:line:" prefix, so it exempts
# the document that legitimately quotes the old wording while explaining the retraction.
#
# ADD A ROW EVERY TIME YOU RETRACT OR RESCOPE A PUBLISHED CLAIM.
#
# ============================================================================================
# THE CENSUS RULE (2026-09-02, prose batch B3 — backlog items 151 and 155)
#
# WHY IT IS HERE RATHER THAN IN A FINDING DOCUMENT. Five batches in one night each found a live
# site this registry could not have caught, for five structurally different reasons, and each
# wrote the lesson into its own row note. A lesson recorded five times in five notes is a lesson
# nobody applies at the sixth registration. This file is the one thing a batch is guaranteed to
# open when it registers a row, so the rule lives here and nowhere else. It is written as a
# checklist because that is the only form a later batch can be held to.
#
# THE PROPERTY THE WHOLE RULE DEFENDS: a needle matching nothing is NOT evidence the claim is
# gone. It may be evidence the needle cannot reach it. Every failure below is silent and
# reassuring — the census reports "1 -> 0", GATE 3 prints [ok], GATE 11 confirms the ledger
# entry, and the claim is still published. Every statement in that chain is true.
#
# ---- PART A: WHAT A CENSUS MUST GREP IN ADDITION TO THE REGISTERED WORDING -----------------
# Run all six before reporting a count. Each is a spelling in which the same claim survives.
#
#   A1. THE VALUE, ABBREVIATED. A retired number has spellings. Grep the full integer AND the
#       conventional short form, with and without digit-group commas, in every unit prefix the
#       corpus uses. (P76: one long-form occurrence and four short-form ones in one file, so a
#       grep for the integer EXONERATED it. Two earlier passes had been through that file.)
#
#   A2. THE CLAIM, RE-INFLECTED. Grep the claim's content words, not the registered sentence.
#       An adverb-plus-participle also appears as a hyphenated adjective, a noun phrase and a
#       relative clause. (P69: ten registered needles all spelled one form; the survivor was
#       the hyphenated adjective, and ZERO of the ten matched it when all were run mechanically.)
#
#   A3. CHARACTER VARIANTS. fold_variants() in scripts/doc_gates.sh normalises quotes, three
#       dash forms, the multiplication glyphs, >= and <=, four space widths and digit commas.
#       It deliberately does NOT fold backtick, ellipsis or the approximation glyphs — each a
#       measured decision recorded at the function. Grep the unfolded families by hand.
#
#   A4. THE LINE WRAP. git grep is line-based; GATE 3 flattens the file first. A claim spanning
#       a hard wrap is invisible to the grep that "cleared" it and visible to the gate, which
#       reports it as (spans-lines). Flatten before grepping, or trust the gate over your search.
#       (RP-face5c0c is such a site.)
#
#   A5. THE CORPUS BOUNDARY. GATE 3 sees the tracked *.md set plus reports/evidence/**. It does
#       NOT see .py, .c, .sh, .lean, .tsv or .txt. Grep those separately, ALWAYS, and expect
#       hits — the emitter is where a retracted claim reaches a reader who never opens a
#       document. (RP-40edf278: four roae.py sites. RP-20bac6b5: solve.py:1581 prints the
#       retired framing at run time, four lines below the docstring that withdraws it.)
#
#   A6. THE SAME CLAIM IN ANOTHER AUTHOR'S WORDS. Grep the claim's distinctive proper nouns and
#       its logical SHAPE — a boundary index near a universal negator, a named source near a
#       present-tense assertion — not its words. Needles-per-claim scales with the number of
#       people who ever wrote the claim, not with the number of files. (RP-9854018f: the same
#       universal, live in a second file, sharing NO substring with the first.)
#
# ---- PART B: HOW TO TELL WHEN NO SINGLE NEEDLE CAN COVER A CLAIM ---------------------------
# Any ONE of these is decisive. When one holds, register the sites separately and say in each
# note that it is one of N. Never widen a needle to force the sites into a single row.
#
#   B1. THE LIVE SITES' LONGEST COMMON SUBSTRING IS NOT THE CLAIM. If the shared span is a
#       neutral referent — a commit range, a constraint name, a file path — registering it is a
#       FALSE RETRACTION against wording the project still uses correctly. Measure the shared
#       span before choosing it. (Item 19: one claim, three grammars, three rows.)
#
#   B2. WIDENING WOULD SWALLOW A CORRECT LIVE USE. Test the wider needle FIRST with
#       allow=__none__ and read which files it hits; if any hit is correct prose, the wider
#       needle is dead. Measure, do not reason about it. (P68 measured and REJECTED a covering
#       needle on exactly this ground; RP-b2782ac4's note records a second rejection.)
#
#   B3. THE CLAIM IS NARRATED IN MORE THAN ONE FILE. The allow column holds ONE filename. Two
#       legitimate narrators need two rows, or one narrow needle per narrator. There is no third
#       option, and editing a faithful historical record so that a gate goes green is not one.
#       (RP-20bac6b5's note records the spelling that had to be given up for this reason.)
#
#   B4. WHAT WAS WITHDRAWN IS AN IMPLICATION OVER A TRUE PREMISE. The needle must carry the
#       implication. Registering the premise puts a false retraction on the permanent record
#       and, if a sweep follows the registration, drives correct statements out of the code.
#       (RP-9ef9344b: the premise is asserted correctly in two verifiers and one document.)
#
#   B5. THE SURVIVOR IS OUTSIDE THE CORPUS. No row can reach it. Disclose it by file and line in
#       the row note AND in the ledger entry, and say plainly that the row does not cover it. A
#       row that reads like coverage it does not provide is worse than no row at all.
#
# ---- PART C: WHAT TO REPORT ----------------------------------------------------------------
# A census result is "<before> -> <after>" PLUS which of A1-A6 were actually run. A bare "0 hits"
# is not a census; it is one grep. And a needle must match at least one site at HEAD before it is
# registered: a row whose needle has never matched anything cannot be distinguished, later, from
# a row whose claim was swept — both print [ok] forever.
# ============================================================================================

narrow 10^89 possible orderings to billions	__none__	Retracted 2026-09-02 (Codex V2-F30 #1, prose batch P30): MCKENNA.md:120 presented a budgeted enumeration slice as the size of the C1-C5 space. reports/METHODS.md gives the C1-C5 space as an estimated 1.3287x10^38 raw (TR-4 Knuth probe); SOLVE_SUMMARY.md's own step table already labelled the billion-scale counts 'budgeted 10T slices, not the layer size'. 'Billions' understates the estimate by ~28 decimal orders. The record COUNTS are correct and must not be swept; what was wrong is what they were said to measure.
narrow 10^89 possibilities to at least millions	__none__	Same retraction, MCKENNA.md:135 closing-paragraph form. Weaker wording, same defect: a slice count offered as the size of the constrained space.
narrow 10^89 possible arrangements to hundreds of millions	__none__	Same retraction, SOLVE_SUMMARY.md:209 form -- swept as a sibling, not charged separately. This one was WHOLLY uncaveated and was contradicted by :229 of its own file.
narrow 10^89 possibilities to hundreds of millions	__none__	Same retraction, SOLVE.md:583 form. Carried an inline hedge ('partition-dependent subsets') that did not survive compression into the summary sentence.
narrow 10^89 possible orderings to hundreds of millions	__none__	Same retraction, CRITIQUE.md:362 form. Same inline-hedge shape as SOLVE.md:583.
who programmed the original Timewave Zero software	__none__	Retracted 2026-09-02 (Codex V2-F30 #2, prose batch P30): MCKENNA.md:98 credited Peter Meyer with the first Timewave software. The archived history page the sentence itself linked refutes it -- Royce Kelley and Leon Taylor computed the wave in 1974 or earlier in FORTRAN on a CDC 6400, Peter Broadwell wrote the first microcomputer version for the Apple II+ in 1978 or 1979, and Meyer's own work begins in 1985-86 (Apple //e 1987, MS-DOS C rewrite 1989). Fetched by curl 2026-09-02.
hand calculations contained arithmetic errors	__none__	Retracted 2026-09-02 (Codex V2-F30 #2, prose batch P30): MCKENNA.md:98 attributed an arithmetic-error finding to Meyer and Watkins. Neither cited page carries one. The Watkins objection (fourmilab.ch/rpkp/autopsy.html, fetched 2026-09-02) contains zero occurrences of 'arithmetic', 'error', 'mistake' or 'miscalculat'; its whole argument is the unjustified 'half twist' derivational step, which the same file states correctly one item earlier. Withdrawn rather than restated: this project relays third-party critiques and does not re-derive them, so an unsourced one cannot stand.
under-determined and error-containing	__none__	Same retraction, MCKENNA.md:135 closing-paragraph sibling. 'Under-determined' is correct and attributable to Watkins; 'error-containing' is the unsourced half and is dropped. Found by sweeping the class, not by the charge.
is partially captured by ROAE's `--palindromes` analysis	documentation/HISTORY.md	Retracted 2026-09-02 (Codex V2-F30 #3, prose batch P30): MCKENNA.md:68 offered --palindromes as a partial instrument for McKenna's Figure 18B closure. It is the wrong symmetry class, not a partial proxy: roae.py's --palindromes tests contiguous runs equal to their own reversal (MIRROR symmetry), while congruence of a plot with its own 180-degree rotation is POINT symmetry. HISTORY.md is this row's allow file because its dated 2026-05-19 entry is the record of the decision being superseded and carries its own SUPERSEDED marker; the allow column is per row, so spending it here exempts nothing else.
appears to be a derived property of C1+C2+C3+C5	__none__	Same retraction, MCKENNA.md:68's second half. A whole-tree search finds no definition, no enumeration and no theorem for the Figure 18B predicate anywhere in this repository, so nothing could have derived it. Correct status: untested conjecture. The private 2026-05-19 book review that seeded the claim lists formalising the closure filter as a FUTURE action item, which corroborates the absence.
shows no frequencies above the white noise floor	__none__	Retracted 2026-09-02 (Codex V2-F30 #4, prose batch P30): MCKENNA.md:88's DFT verdict, false against the report shipped in this repository. example/report.txt prints a white-noise floor of 0.1741 and a magnitude of 0.4266 at frequency 24 -- 2.45x the floor -- and its own summary line reads 'Frequencies above 2x noise floor: 1/31'. The report calls that 2x threshold ad hoc and names Fisher's g-statistic or Bonferroni as what a real verdict needs, so the corrected reading establishes neither a peak nor a calibrated absence.
no mathematical relationship to the wave's shape or properties	__none__	Retracted 2026-09-02 (Codex V2-F30 #5, prose batch P30): MCKENNA.md:100 over-generalised from the calendar calibration to the mathematics. Meyer's Mathematical Definition of the Timewave (archived, fetched 2026-09-02) defines the wave as a sum of terms v(x/64^i)*64^i where v(x) is the xth of 384 numbers, 'after 383 we use x modulus 384'. The 384-value module and the wave factor 64 are structural. The item's HEADING -- that the 384-DAY period is assumed, not derived -- is correct and stands.
Any base period could be substituted	__none__	Same retraction, MCKENNA.md:100's second sentence. Substituting a different module changes v and therefore changes the function. What genuinely is arbitrary is the calibration of one index step to one day, which the corrected text states separately.
Whatever rules govern the sequence, they don't couple the two halves	__none__	Retracted 2026-09-02 (Codex V2-F30 #6, prose batch P30): MCKENNA.md:107 read a construction-forced zero onto a statistic the construction does not force. --mutual-info prints TWO figures: the changed/unchanged TRANSITION MI, 0.0078 bits at the 7th percentile of unconstrained random permutations whose mean is 0.0200 (example/report.txt), and the STATIC 8-state MI over trigram identities, exactly 0.000000 bits, which is the one the complete-Latin-square construction forces. Random permutations contain the same 64 hexagrams and their transition MI varies, so construction does not force the transition result -- and King Wen sits BELOW random on it, not at an expected value. NOTE the report's own 'independence is expected by construction' note is CORRECT where it stands, attached to the static figure, and must not be swept.
The wave's structure is local, not global	__none__	Retracted 2026-09-02 (Codex V2-F30 #7, prose batch P30): MCKENNA.md:106 bolded a structural conclusion drawn from --windowed-entropy, whose shipped report states it is 'an exploratory visualization, not a statistical test' and that 'without a null model, no significance can be assigned to specific regions'. The bullet already carried that caveat in its own trailing parenthetical, so the defect was a headline retracted by its own sentence, not a missing caveat; the fix was to demote the headline, not to add a hedge.
the structure comes in patches	__none__	Same retraction, MCKENNA.md:106's supporting clause -- the specific claim the null-model absence forbids.
maximal joint charge	reports/TR9_PRICING_THE_CONSTRAINTS.md	Retracted 2026-09-02 (Codex V2-F11 #1, prose batch P31): TR-9 §5(f)'s name for the sum of a 19.0-bit extended-family charge and a 32.9-bit selection charge against the 91-observable testing ledger. Neither the word "maximal" nor the margin it licensed (RF-047e690e, "94 bits to spare") survives: the 91 counts tests performed, not candidate constraint families, and METHODS.md §"The file drawer" records the constraint-family denominator as unpublished and as a DIFFERENT quantity from the testing-phase ledger; METHODS.md §"Global observable ledger" separately records (2026-08-30) that entering the omitted H1/H3 family gives 95, and log2 C(95,7) = 33.4 exceeds 32.9, so 32.9 does not even cap its own denominator. The allow file is TR-9 itself: §5(f)'s narrowing marker and the v1.24 revision row both name the withdrawn phrase in order to say what was withdrawn, and both are in that file. The CORRECTIONS.md entry deliberately does NOT quote the phrase, so no second allow file is needed.
trigram OPERATIONS on hexagrams must cite Hershock	__none__	Retired 2026-09-02 (Codex V2-F54 #6; Lean batch T5): lean/TrigramTheorems.lean header ledger, section TG-3, and the verbatim fence of that header in TRIGRAM_STRUCTURE.md section 4. The attribution rule was overstated. Hershock 1991 owns the 14-family decomposition and the circular reordering built from complement, reversal, trigram swap and the nuclear map; trigram operations on hexagrams as such are Wu Cheng (13th c.) and Jiao Xun (18th c.), verify.py --check-classical-groups. The prose form at TRIGRAM_STRUCTURE.md section 2 was retired by prose batch P28; this row keys the Lean-header wording, which the fence reproduces verbatim, so the header and the fence moved in one change.
classically attested (the Xugua's Heaven-then-Earth opening)	__none__	Retired 2026-09-02 (Lean batch T5): lean/KingWen.lean complement-symmetry header. Sibling of the eight keys in the 2026-09-01 C4 entry (reports/METHODS.md section C4, narrowed 2026-08-30): the Xugua attests that the opening PAIR opens, not the order within it; C4 orientation is our convention. Comment only: no Lean statement, proof, axiom set or trust base changed (axiom output re-measured identical on the pinned toolchain).
(classical Xugua attestation)	__none__	Same retraction, lean/KingWen.lean orientation_not_forced docstring. Comment only; axiom output identical before and after.
every completed layer file is a free checkpoint	__none__	Retracted 2026-09-02 (Codex V2-F37 #3, prose batch P32): F1C5_LAYER_FORMAT.md §Checkpoint and resume semantics promised that durability alone makes a layer a checkpoint. MEASURED: the layer file is renamed into place at solve.c:16011 (OOC) / by f1c5_write_layer, and f1c5_write_manifest runs afterwards at solve.c:16435 in BOTH modes; f1c5_try_resume (solve.c:14523-14557) reads only last_complete_k from f1c5_manifest.txt and opens that layer -- it never stats the directory for a durable next-layer final file, so there is no discovery or promotion path. A kill landing between the rename and the manifest write therefore discards a complete, correctly named, durable layer. The corrected text keys the guarantee to the MANIFEST, which is what the ordering paragraph two sections earlier already said.
always correct, never a silent wrong count	__none__	Retracted 2026-09-02 (Codex V2-F37 #4, prose batch P32): F1C5_LAYER_FORMAT.md §Intra-layer checkpoint asserted the rejection path is unconditional. MEASURED at solve.c:15363-15385: f1c5_build_ckpt_read allocates off[], kidx[]/vidx[] and the bk/bv accumulator from the marker length fields t0_next, nblk and fill, each guarded by F1_CHECK, BEFORE the trailing CRC32 is compared at solve.c:15394-15396; F1_CHECK is exit(71) (solve.c:13172-13176), so an allocation refusal terminates the process before the CRC comparison AND before the unlink-and-rebuild path at solve.c:15419-15422, leaving the marker to abort every automatic restart identically. Under default Linux overcommit the oversized malloc succeeds and the short read rejects the marker as intended, so the escape needs a ulimit -v / cgroup cap or vm.overcommit_memory=2 -- but the retracted wording was unconditional. The narrower claim (a REJECTED marker never yields a wrong count) is true and is what the corrected text says. NOT swept: solve.c:15391-15393's comment says a CRC failure means "reject + fresh rebuild, never a silent wrong count", which is TRUE of the CRC leg it is attached to and is not the retracted overclaim; it is also outside GATE 3's corpus (tracked Markdown + reports/evidence) in any case.
Snapshot cadence is ~300 s of wall time	__none__	Retracted 2026-09-02 (Codex V2-F37 #5, prose batch P32): F1C5_LAYER_FORMAT.md §Intra-layer checkpoint published a cadence, which reads as a bound on work at risk. MEASURED at solve.c:15944: the test `do_kill || now - last_ckpt_wt >= CKPT_INTERVAL_S` sits INSIDE the per-chunk loop, after the chunk output has been pushed, so 300 s (CKPT_INTERVAL_S, solve.c:15734, overridable by SOLVE_F1_CKPT_SEC) is a MINIMUM interval between snapshots. chunk_cap is scratch-budget-derived (solve.c:15700-15703) and nothing subdivides a chunk on time; f1c5_build_ckpt_write has exactly one call site, so there is no secondary time-triggered path. Worst-case loss is one whole chunk, which a large SOLVE_F1_OOC_SCRATCH_MB on a slow layer makes arbitrarily long.
atomically swapped ~every 5 s	__none__	Retracted 2026-09-02 (Codex V2-F37 #6, prose batch P32): F1C5_LAYER_FORMAT.md run-directory table described f1c5_progress.json as timer-refreshed. MEASURED at solve.c:15533-15538: f1c5_prog_emit(force) returns early when `!force && now - p->last_emit_wt < 5.0` -- a minimum-interval THROTTLE, not a timer. Exactly four call sites: solve.c:15617 layer begin (force=1), :15640 layer end (force=1), :15963 OOC chunk boundary (force=0), :16542 run done (force=1). No SIGALRM, setitimer, timer_create or emitter thread exists in the f1c5 path, so updated_utc is arbitrarily stale during a long non-OOC layer or a long chunk, and a watchdog keying on its age kills healthy work. The upstream source comment at solve.c:15473 carries the same error and is queued to the code lane.
maps every hexagram to its partner	CORRECTIONS	Retracted 2026-09-02 (Codex V2-F53 #4, prose batch P33): SYMMETRY_SEARCH.md's Group-structure paragraph gave this as the REASON rev fixes every pair-sequence. It is false for exactly 8 of the 64 hexagrams. EXECUTED against verify.py's _partner: rev(h) != partner(h) for {0, 12, 18, 30, 33, 45, 51, 63}, all palindromes that rev fixes and whose C1 partner is their complement h^63; the other 56 agree. The CONCLUSION survives -- rev fixes all 32 C1 pairs setwise (verified the same way) -- so the site was rewritten to give the correct reason, not withdrawn. The same file's Theorem proof already carried the careful form ('sigma preserves the palindrome set and commutes with comp'), so this was a one-site regression against the document's own earlier prose; a whole-corpus scan found no other site.
canonical leaves = 16,504	CORRECTIONS	Retracted 2026-09-02 (Codex V2-F53 #1, prose batch P33): the exact-tree-isomorphism anchor, published at SYMMETRY_SEARCH.md and TR5_SYMMETRY.md under a label the corpus reserves for the orientation-DEDUPED record. solve.c's exact_count walks both orientations of every pair and increments leaves_canonical_C1C5 once per ORIENTED C3-passing completion, so 16,504 counts oriented leaves; they are 899 distinct pair orderings, a figure README.md and CORRECTIONS.md already publish. Recomputed 2026-09-02 by a clean-room walk over verify.py's KW/PAIRS/hamming with a pair-ordering dedup: 9,422,793 / 690,176 / 16,504 oriented / 899 orderings, identical for the KW-following and sigma-related 9-free prefixes. Registered on the '= 16,504' form and not on the bare words: 'canonical leaves' is live and legitimate in ten other files whose relabel is queued with the solve.c field rename (private Q-330), and a bare needle would have failed this gate across the corpus while fixing nothing.
leaves_canonical = 16,504	CORRECTIONS	Same 2026-09-02 relabel, second form -- the code-fence comment under SYMMETRY_SEARCH.md's reproduction commands. Registered separately because the fence transcribed the binary's field name without the underscore-suffixed C1C5 and without saying what the field counts, so a reader checking the output could not tell the object was oriented. The fence now prints the field's real name, leaves_canonical_C1C5, and states the object.
orbit-equal within measurement resolution across the entire space	CORRECTIONS	Retracted 2026-09-02 (Codex V2-F53 #2, prose batch P33): SYMMETRY_SEARCH.md's third empirical level generalised a productive-subset measurement to the whole depth-3 space. Recomputed 2026-09-02 from the constraint definitions: the C2/C5-feasible depth-3 space has 158,364 cells in 4,382 ambient G-orbits (sizes {6:14, 12:270, 24:1736, 48:2362}) and IS G-closed -- all 48 sigma map every feasible cell to a feasible cell -- while the 65,281 productive cells are a 41.2% subset that is not, so the measured classes are intersections with ambient orbits rather than orbits. 93,083 cells and 199 whole ambient orbits carry no measurement at all. SEARCH_SPACE_SIZE.md already published both the 158,364 and the '~93K cells that produced 0 records', and the same document's own mechanism section concedes that orbit-mates of productive cells are often unproductive at a given budget.
All-cells orbit test	CORRECTIONS	Same 2026-09-02 rescope, the heading half, at SYMMETRY_SEARCH.md and TR5_SYMMETRY.md. 'All-cells' names 41.2% of the cells. Both headings now read 'Productive-cells orbit test'. Registered separately from the conclusion sentence because the two sites word the heading identically but the conclusion only once, and a single needle would have missed one.
every table needed to verify are public in this document	CORRECTIONS	Retracted 2026-09-02 (Codex V2-F53 #3, prose batch P33): SYMMETRY_SEARCH.md's private-notes provenance parenthetical claimed full public verifiability four lines after its own Reproducibility section said the per-cell estimate table is private working data. The two could not both hold and this is the false one. MEASURED: no 65,281-cell manifest, no estimate table and no aggregation program is in the tree. NARROWED against the reviewer's framing -- the orbit half IS publicly reproducible (the ambient partition recomputes in about a second from the document's own published snippet), so the irreducible private inputs are exactly two, the productive-cell list and the per-cell estimates, and the sentence now names them instead of denying they exist.
full-text verification pending acquisition	CORRECTIONS	Retracted 2026-09-02 (Codex V2-F53 #5, prose batch P33): SYMMETRY_SEARCH.md's Related-work section reported the Goldenberg (1975) acquisition as outstanding. CITATIONS.md's Goldenberg entry has recorded since 2026-07-11 that it was read in full from an official interlibrary-loan scan and that all repo-encoded claims (G-T1-T4, T7, incl. the KW5<->KW63-via-KW7 worked example, p. 170) are verified against the primary text. Prose-vs-ledger staleness only; no claim about Goldenberg's content changed.
56 per-branch estimates sum	documentation/HISTORY.md	Retracted 2026-09-02 (Codex V2-F06 #1, prose batch P34): the 56-branch cross-sum offered as an independent validation of the whole-tree Knuth estimate. Scoped out of TR-4's validation claim on 2026-08-27 (v1.22) because its per-branch values were never archived -- the untraced-claims audit records the claim as NOT FOUND -- but the withdrawal reached only the abstract's marker; the body of TR-4 (Sections item 2) and documentation/SEARCH_SPACE_SIZE.md's Validation section both still published it, the latter pointing '(below)' at a per-branch section that publishes only min/median/max, three order statistics from which no sum is recoverable. Both are removed. Registered on the morphology-independent stem 'estimates sum', which matches the 'summed to' form as well; documentation/HISTORY.md keeps the sentence as dated narrative under a scope-out marker and is the allowed narrator. The three-rung ladder validation is unaffected and stands.
the first being the maximum by construction	CORRECTIONS	Retracted 2026-09-02 (Codex V2-F06 #2, prose batch P34): TR-4 section 5's information-gain paragraph called the k=1 greedy gain the maximum 'by construction'. Greedy maximises the UNCONDITIONAL single-boundary gain and bounds no conditional gain -- TR-4 v1.15's own finding -- and the section's own k=1..8 gains, printed twelve lines below, include 11.10 bits at k=3 against 10.38 at k=1. Restated to say unconditional, with the k=3 counterexample named inline. SEARCH_SPACE_SIZE.md had already carried the corrected form since 2026-08-01; the propagation had simply not reached TR-4's body.
five steps show none	CORRECTIONS	Same 2026-09-02 correction, the synergy half: TR-4 section 5 said unmeasured boundary synergies 'could beat the single-boundary maximum, but five steps show none'. One of the five does -- k=3's 11.10-bit conditional gain exceeds the k=1 unconditional 10.38. Registered separately from the 'maximum by construction' stem because the two sentences are four lines apart and word the same false premise differently, so a single needle would have left one live.
shows no synergy at all so far	CORRECTIONS	Same 2026-09-02 correction, third form -- SEARCH_SPACE_SIZE.md's extrapolation bullet said 'the observed flatness across five steps shows no synergy at all so far' three lines after the same bullet divided by 11.10 precisely BECAUSE step 3 exceeds step 1. The document contradicted itself within one bullet. Restated at both sites; neither in-place correction note repeats the retired wording, so CORRECTIONS.md is the only narrator that needs the exemption.
still cut ×15–17 per boundary	CORRECTIONS	Retracted 2026-09-02 (Codex V2-F06 #3, prose batch P34): the weakest-remaining-boundary bracket published as a MEASURED x15-17 per-boundary cut at TR-4 section 5 and SEARCH_SPACE_SIZE.md. The tree ships exactly two S(k) artifacts, reports/evidence/sk/sk5_7_rounds.out and sk8_round.out, and both are GREEDY chains (round 5 PICK=2, round 8 PICK=5); no weakest-remaining chain is archived, no command for one is published, and 'the weakest remaining boundaries' is nowhere defined against a candidate set. prior_art_check.sh on 'weakest remaining boundaries' and 'weakest-remaining-boundary bracket': PRIOR_ART=HIT n=41, every hit either the same public string or a review transcript quoting it -- no run log, public or private. The number is retained and relabelled illustrative-and-not-reproducible, not deleted; the one public datum that bears on it, round 5's own sweep, puts its largest-surviving candidate at a x14.5 cut, BELOW the published band's floor (its second-largest at x16.4, inside it).
measured weakest-remaining-boundary bracket	CORRECTIONS	Same 2026-09-02 relabel, the figure-caption form at TR-4 section Figure. Registered separately because the caption words the claim as a noun phrase carrying 'measured' as an adjective, which the section-5 needle above does not match.
measured bracket for the weakest remaining boundaries	CORRECTIONS	Same 2026-09-02 relabel, the figure ALT-TEXT form -- the surface a screen-reader user gets and the one the 2026-08-01 conflict-theorem incident showed review passes skip. Registered separately for the same reason as the caption row: three sites, three wordings, and a loose needle covering all three would have fired on legitimate prose about the four MEASURED S(k) points on the same figure.
hit rates); queued	CORRECTIONS	Retracted 2026-09-02 (Codex V2-F06 #5, prose batch P34): TR-4 section 5 ended its greedy-curve item with 'queued' for work completed on 2026-07-05 and reported in the Update sixteen lines below, which the same numbered item already cites eight lines above. Registered with its preceding context rather than on the bare word: 'queued' is legitimate live status elsewhere in the corpus, and a bare needle would have failed this gate across it while fixing nothing.
when S(6..8) land	CORRECTIONS	Same 2026-09-02 status correction, second site: TR-4 section 5 said its arithmetic 'sharpens further when S(6..8) land' directly above the heading 'Update (2026-07-05): the marginal-gain curve bends -- S(6)-S(8) measured'. Now points at that measurement in the past tense. SEARCH_SPACE_SIZE.md carried the same conditional phrasing beside its own answer and was moved to the past tense in the same pass, so the phrase now survives nowhere but the ledger.
C1 ∩ C2 ∩ C3 search space	CORRECTIONS	Retracted 2026-09-02 (Codex V2-F44 #2, prose batch P35): PARTITION_STABILITY_BOUNDARIES.md named the enumerated population by the legacy shorthand. reports/METHODS.md §"Legacy shorthand" (added 2026-08-01) rules on it outright -- "historical naming, not a narrower constraint set ... New text should say C1-C5" -- and documentation/GUIDE.md:145 carries the same glossary entry. Confirmed a naming defect, not a scope error: solve.c's own source comment at the solutions_c3 field says "C3-valid" = passed ALL constraints (C1-C5), not just C3. The doc now says C1-C5 and links both notes. NOT registered: the three-predicate uses of C1+C2+C3 in SOLVE_SUMMARY.md, CRITIQUE.md, PROJECT_OVERVIEW.md and GUIDE.md, which are null-model statements about three predicates (scripts/c2c3_joint_null.py tests exactly C1, C2, C3 and no C4/C5) and would become FALSE if rewritten to C1-C5.
C1 ∩ C2 ∩ C3 canonical orderings	CORRECTIONS	Same 2026-09-02 rename, second form -- BOUNDARY_MINIMUM.md's Result line. Registered separately because the two boundary documents word the population differently and one needle would have missed this site.
{25, 27} ∪ two-of-{1..6}	CORRECTIONS	Retracted 2026-09-02 (Codex V2-F44 #3, prose batch P35): the d3 10T working-4-set family. The shorthand admits C(6,2)=15 sets; runs/20260418_10T_d3_fresh/analyze_output.log.gz section [8] reports exactly 8 (total working 4-subsets: 8), so it advertised 7 that do not work -- {1,2} {1,5} {1,6} {2,6} {4,5} {4,6} {5,6}, each union {25,27}. Three sites carried it: PARTITION_STABILITY_BOUNDARIES.md, BOUNDARY_MINIMUM.md, SPECIFICATION.md; all three now list the 8 sets. NOT a hit and deliberately left alone: SOLVE.md's d3 10T section writes the same summary with a backtick inside the phrase AND enumerates all 8 sets two lines above it, so it is a summary of a stated list rather than a substitute for one. The d2 shorthand one-of-{2,3} union one-of-{21,22} is exact (2x2 = 4 = the log's count) and is NOT retracted.
the {25, 27} mandatoriness as the genuine structural invariant	CORRECTIONS	Retracted 2026-09-02 (Codex V2-F44 #1, prose batch P35): PARTITION_STABILITY_BOUNDARIES.md's paper-implications bullet asserted mandatoriness unscoped. MEASURED: solve.c section [7] exhausts C(31,3)=4,495 and section [8] exhausts C(31,4)=31,465, but no C(31,5) pass exists anywhere in the binary, and section [6]'s greedy scan breaks ties with a strict less-than so it emits ONE deterministic path per dataset. At 100T and 560T section [8]=0, so the minimum SIZE is 5 while the only 5-set ever scored is the greedy one: C(31,5)=169,911 five-subsets were never enumerated and no 5-subset lacking 25 or 27 has been tested. At 10T the mandatoriness IS established at size 4 -- both 10T logs print 'Boundaries appearing in EVERY working 4-set: { 25 27 }'. Adjudication A01 row 32 accepted the identical charge against PROJECT_OVERVIEW.md, which has carried the correct scope since 2026-09-01; the bare word 'mandatory' is NOT registered because it is legitimate at 10T scope in ten other files.
partition depth (10T to 560T tested)	CORRECTIONS	Retracted 2026-09-02 (Codex V2-F44 #5, prose batch P35): PARTITION_STABILITY_BOUNDARIES.md labelled a node-budget axis as partition depth, contradicting its own Limits section ('partition-strategy is held constant at d3 for the 100T/560T datapoints'). CANONICAL_HASHES.md §"Reproducibility parameters" settles it: the 10T/100T/560T recipes are all SOLVE_DEPTH=3 and differ in SOLVE_PER_SUB_BRANCH_LIMIT (63,146,557 / 631,456,644 / 3,536,157,207); the only partition-depth comparison ever run is d2 vs d3, both at 10T. SPECIFICATION.md fixed the same defect in its own prose on 2026-09-01. The source-data table's single 'Partition' column, which mixed the two axes, is split into depth and budget.
