id	date	class	matched	source	document	line	text
INL-6b70ead	-	C1	withdrawn	inline	documentation/PERFORMANCE_HISTORY.md	297	> optimization makes no semantic change. **That rationale is withdrawn**; the line now cites the measured
INL-20cc23e9	-	C3	corrected	inline	documentation/PERFORMANCE_HISTORY.md	304	> the epistemics are corrected. Every optimization-flag change measured in this log to date has in fact
INL-131232fe	2026-08-30	C3	correction	inline	documentation/PERFORMANCE_HISTORY.md	327	> **⚠ Correction (2026-08-30):** the three commits this entry rests on — `cd4e61c`, `b26cd9b`, `0783d52` — are **not present in the shipped
INL-2f8461be	2026-05-16	C3	corrected	inline	documentation/PERFORMANCE_HISTORY.md	354	**Stale references corrected**: HISTORY.md April 2026 plan section now carries a `[REFUTED 2026-05-16]` callout against the 1.4–2.0× projection.
INL-270d8d0b	2026-08-30	C3	correction	inline	documentation/PERFORMANCE_HISTORY.md	356	> **⚠ Correction (2026-08-30):** **that callout is not there.** Checked at this commit: `grep -n "REFUTED 2026-05-16" documentation/HISTORY.md`
INL-1320f59	-	C4	qualified	inline	documentation/PERFORMANCE_HISTORY.md	358	> in place", not a callout. The unqualified 1.4–2.0× projections still stand unmarked at `HISTORY.md:1510-1514`
INL-cffb8ac	-	C3	correction	inline	documentation/PERFORMANCE_HISTORY.md	367	> correctly needs no callout. **The correction above is left standing, not rewritten:** it was true when
INL-29db3e0	2026-08-30	C3	correction	inline	documentation/PERFORMANCE_HISTORY.md	439	> **⚠ Correction (2026-08-30):** **that expectation was measured and falsified.** The v2 100T canonical
INL-1dcb19da	-	C3	corrected	inline	documentation/PERFORMANCE_HISTORY.md	446	> decay. `CANONICAL_HASHES.md` was corrected at the time; this log was not, until now — which is exactly the gap
INL-31b08d4d	-	C3	correction	inline	documentation/PERFORMANCE_HISTORY.md	468	- Build U: `... -fprofile-use=$PROFDIR -fprofile-correction` (profile data from selftest + 200M-node `--branch 25 1`)
INL-25634d5d	-	C4	caveats	inline	documentation/PERFORMANCE_HISTORY.md	491	### Methodology caveats (important — read before relying on these numbers)
INL-44917b1	-	C3	supersedes	inline	documentation/PERFORMANCE_HISTORY.md	516	**Decision**: ship — supersedes the v2 retry entry's caveats above
INL-27186873	-	C3	correction	inline	documentation/PERFORMANCE_HISTORY.md	526	- Build U (treatment, "Build C"): same flags + `-fprofile-use=$profdir -fprofile-correction`; profile gathered from selftest + 200M-node `--branch 25 1` workload
INL-34a4d36a	-	C4	caveats	inline	documentation/PERFORMANCE_HISTORY.md	549	### Resolved caveats from v2 retry entry
INL-396dc4d7	2026-08-30	C3	correction	inline	documentation/PERFORMANCE_HISTORY.md	723	> **⚠ Correction (2026-08-30):** this finding originally read "24-27× … across all scales", which the table directly above it
INL-1496b17a	-	C3	correction	inline	documentation/PERFORMANCE_HISTORY.md	727	> correction because a claim its own table refutes cannot be left standing as the reader's takeaway.
INL-284e0dfd	2026-08-30	C3	correction	inline	documentation/PERFORMANCE_HISTORY.md	760	> **⚠ Correction (2026-08-30):** this bullet originally reversed the repository's own semantics: it read the unlimited-budget regime as v1
INL-332ecb04	-	C3	correction	inline	documentation/PERFORMANCE_HISTORY.md	771	> either lineage accepts. Rewritten in place as a disclosed correction: left standing, it would have a reader
INL-27000cb3	-	C3	corrected	inline	documentation/PERFORMANCE_HISTORY.md	774	> bullet below in the same corrected light: there is no change of regime, only a gap that narrows as both
INL-8259a50	2026-05-25	C1	retracted	inline	documentation/PERFORMANCE_HISTORY.md	970	**Cumulative engineered speedup banked from the #47 bundle: ~+9.2% sha-preserving at canonical scale** (LTO ×1.0253 × PGO ×1.065 = ×1.092). All other items contributed zero. The CPU optimization surface for the canonical workload is fully explored at this point. *(Spoiler from 2026-05-25: this multiplicative composite did NOT replicate — measured ~0% over vanilla v1 at full-enum 1T. See "The +9.2% [...truncated]
INL-30c5af8d	2026-05-25	C1	retracted	inline	documentation/PERFORMANCE_HISTORY.md	1025	**Treat this entry as a known-under-measurement.** The +9.2% prediction from #47 closure still stands — it has not been falsified by this bench because PGO simply wasn't operating. Re-run with the fixed `scripts/build_pgo.sh` (shipped same day, commit `bab4be6`) is required for the true v3-vs-v1 speedup measurement. *(Spoiler from 2026-05-25: the +9.2% prediction was subsequently retracted — the c [...truncated]
INL-19d23790	2026-08-30	C3	correction	inline	documentation/PERFORMANCE_HISTORY.md	1057	> **⚠ Correction (2026-08-30):** this sentence originally read "sha is determined by prune predicates, not optimizer branch hints", which is
INL-8d73a1b	2026-05-13	C1	withdrawn	inline	documentation/PERFORMANCE_HISTORY.md	1063	> point; what is withdrawn is the reasoning that made such a gate look unnecessary. See also the 2026-05-13 LTO
INL-189f6cd	2026-08-30	C3	correction	inline	documentation/PERFORMANCE_HISTORY.md	1064	> entry's correction marker, and see the 2026-08-30 re-evaluation entry at the end of this file.
INL-10fe7f1c	2026-08-30	C3	correction	inline	documentation/PERFORMANCE_HISTORY.md	1086	> **⚠ Correction (2026-08-30):** **as of 2026-08-30 this helper can no longer build `solve.c`.** Both of its link lines — Pass 1 at
INL-11e1b8c0	-	C3	correction	inline	documentation/PERFORMANCE_HISTORY.md	1162	This entry is a course-correction on the earlier `#78 PGO` entry (+6.5%) and the broken-PGO entry's interpretation: those measurements were on the 2-core `claude` orchestrator (Skylake) at small workload — they do not generalize to canonical-scale workloads on 128-core Bergamo.
INL-6fae608	2026-05-24	C3	correction	inline	documentation/PERFORMANCE_HISTORY.md	1228	This entry is a course-correction prompted by operator question "where did the 9.2% come from" after the 2026-05-24 (re-run) bench showed v3 ~0% over v1. It's not a new bench — it's a provenance audit of the prior claim.
INL-2a97a002	-	C1	retracted	inline	documentation/PERFORMANCE_HISTORY.md	1294	The +9.2% headline is retracted as a forward-looking claim. The records-per-dollar analysis and any 560T cost projections that depended on +9.2% should be updated to reflect:
INL-166044e0	-	C4	caveats	inline	documentation/PERFORMANCE_HISTORY.md	1298	- Theoretical with caveats: the +6.5% PGO and +2.53% LTO numbers from prior benches stand for their specific experimental setups (single-branch + LTO-baseline + healthy host). They do not generalize to the canonical full-enum workload.
INL-211f0e6f	2026-08-30	C1	withdrawn	inline	documentation/PERFORMANCE_HISTORY.md	1333	> **⚠ Correction (2026-08-30):** **the attribution in the bullet above was refuted by the project's own follow-up and is withdrawn.** Task
INL-e781cae	-	C1	withdrawn	inline	documentation/PERFORMANCE_HISTORY.md	1345	> sha-equivalent at 1T, and this `74d39760…` really is not the v3 BRANCH anchor. What is withdrawn is *why*.
INL-6e2f55e	2026-08-30	C3	corrections	inline	documentation/PERFORMANCE_HISTORY.md	1474	## 2026-08-30 — re-evaluation: eleven corrections to earlier entries (no code change, no new measurement)
INL-2d0bee22	-	C3	correction	inline	documentation/PERFORMANCE_HISTORY.md	1476	**Category**: re-evaluation (append-only correction entry — see the contract at the top of this file)
INL-1618199d	-	C3	corrections	inline	documentation/PERFORMANCE_HISTORY.md	1478	**Decision**: corrections landed as dated `⚠ Correction` markers against the entries below; two script defects
INL-13f49833	-	C3	corrected	inline	documentation/PERFORMANCE_HISTORY.md	1484	and **five of them share one shape**: a claim in this log was corrected elsewhere in the repository at the time
INL-23d6912a	-	C2	propagated	inline	documentation/PERFORMANCE_HISTORY.md	1485	and the correction was never propagated back here. `CANONICAL_HASHES.md` and `HISTORY.md` are living documents
INL-2c143a0f	-	C3	corrections	inline	documentation/PERFORMANCE_HISTORY.md	1488	re-evaluation rule at all: **a log whose corrections live only in other files is not a record of what was known
INL-1b18c1fe	-	C3	correction	inline	documentation/PERFORMANCE_HISTORY.md	1491	Every correction is marked at its own site, so a reader who lands mid-file sees the marker without needing this
INL-2c698a5e	2026-05-24	C1	retraction	inline	documentation/PERFORMANCE_HISTORY.md	1507	| 9 | 2026-05-24 PGO retraction | "sha is determined by prune predicates, not optimizer branch hints" | An unsupportable universal: a 100%-DFS-neutral commit (`d683794`) flips the 100B sha. The byte-identical 1T match itself stands |
INL-1c7d56e7	-	C2	propagation	inline	documentation/PERFORMANCE_HISTORY.md	1511	Corrections 1, 5, 6, 9 and 10 are the propagation-failure class: each was already right in `CANONICAL_HASHES.md`
INL-b32e0c3	-	C3	superseded	inline	documentation/PERFORMANCE_HISTORY.md	1512	or `HISTORY.md` (or, for 5, was *supposed* to be) while this log kept the superseded reading.
INL-30578908	-	C3	corrected	inline	documentation/PERFORMANCE_HISTORY.md	1540	`throttle_probe: absent`. The "Standard bench harness" section at the top of this file has been corrected to
INL-7c6698f	-	C3	correction	inline	documentation/PERFORMANCE_HISTORY.md	1559	(correction 4), it is now labelled operator-attested rather than silently trusted.
INL-1e5e837f	-	C3	corrections	inline	documentation/PERFORMANCE_HISTORY.md	1562	(corrections 2, 7, 8) rather than only marked, because each was contradicted by a table printed immediately
INL-2c7387d4	-	C3	corrected	inline	documentation/PERFORMANCE_HISTORY.md	1568	**One header claim was corrected, not just annotated:** this file previously asserted "Entries are
INL-273870e1	2026-09-02	C3	corrected	inline	documentation/PREREGISTRATION_ESCROW.md	23	files, and — corrected 2026-09-02 — **ten is a selected subset, not the whole population.** At least
INL-7163b22	2026-09-02	C3	corrected	inline	documentation/PREREGISTRATION_ESCROW.md	34	**What it does not establish, and for this table cannot — corrected 2026-09-02.** Escrow converts
INL-13f2be79	2026-08-22	C3	corrected	inline	documentation/PREREGISTRATION_ESCROW.md	58	disclosed on 2026-08-22 and is corrected in §"The escrowed hash is the file's state on 2026-08-22,
INL-37f5db41	-	C4	caveat	inline	documentation/PREREGISTRATION_ESCROW.md	103	These freeze-state digests carry **the same caveat as the date column**: they are derived from the
INL-3a9e960c	-	C3	superseded	inline	documentation/PREREGISTRATION_ESCROW.md	126	(a draft superseded by the FROZEN file above, cited once in a `solve.py` docstring for its addendum),
INL-1a2e76d2	2026-09-02	C3	corrected	inline	documentation/PREREGISTRATION_ESCROW.md	142	not, and cannot** — corrected 2026-09-02, replacing an unconditional promise that this page's own
INL-2f856c8d	2026-09-02	C3	corrections	inline	documentation/PREREGISTRATION_ESCROW.md	188	**2026-09-02 — amended (prose lane, batch P41), no published value changed.** Four corrections, all
INL-2cc6edf5	2026-08-22	C3	corrections	inline	documentation/PREREGISTRATION_ESCROW.md	207	2026-08-22. The corrections ledger entry is
INL-250f8ccd	2026-09-02	C3	corrections	inline	documentation/PREREGISTRATION_ESCROW.md	208	[CORRECTIONS.md](CORRECTIONS.md) §"2026-09-02 — PREREGISTRATION_ESCROW.md".
INL-2ed1c873	-	C2	scope note	inline	documentation/PROJECT_OVERVIEW.md	4	relocated during the 2026-07 front-page streamlining (nothing was deleted; scope notes have since been
INL-db35149	2026-08-24	C3	corrections	inline	documentation/PROJECT_OVERVIEW.md	14	Can the King Wen sequence be reconstructed from its mathematical constraints? Five constraints narrow 10^89 possibilities to an estimated **≈1.33×10³⁸ *raw* valid orderings** — raw meaning orientation-explicit, each within-pair orientation counted as its own ordering. Every count below is **canonical** (one representative per pair ordering), which is a different unit and not a fraction of that est [...truncated]
INL-104dfb11	2026-07-04	C3	corrected	inline	documentation/PROJECT_OVERVIEW.md	18	The **number of boundary constraints needed to uniquely identify King Wen is 4 at d2/d3 10T and 5 at both d3 100T and d3 560T** — monotone non-decreasing with scale, with the identical greedy set `{1, 4, 21, 25, 27}` at both canonical scales *(corrected 2026-07-04: an earlier version reported "4 again at 560T, non-monotone" — a survivor-counting error, see [BOUNDARY_MINIMUM.md](BOUNDARY_MINIMUM.md [...truncated]
INL-25ac5ec5	2026-09-02	C3	corrected	inline	documentation/PROJECT_OVERVIEW.md	22	**Important methodological note.** Constraints C1–C2 (pair structure, no 5-line transitions) are genuinely rare statistical properties of King Wen — the pair structure does not appear in any random permutation we tested (0 of 2,760,021,104 across the six unconditional null-model families; the seventh, pair-constrained family of the framework satisfies C1 by construction) *(total corrected 2026-09- [...truncated]
INL-12ccd0	2026-09-02	C4	qualified	inline	documentation/PROJECT_OVERVIEW.md	38	| **Deterministic?** | **Only with `--seed N`** — the sequence is fixed and two seeded runs are byte-identical, but `--seed` defaults to `None`, in which case the RNG is not re-seeded and the Monte-Carlo sections vary between runs (`roae.py:16-22`); two runs of the shipped default therefore differ | Fully — given fixed solver + inputs, `solutions.bin`'s **logical (decompressed) record stream** is [...truncated]
INL-1b465909	-	C3	correction	inline	documentation/PROJECT_OVERVIEW.md	52	- **Its entropy is mildly low, but not significantly so** — difference-wave entropy sits at the ≈12th percentile against the unconstrained null (6th against the pair-constrained null), more ordered than most random permutations but **not significant after Bonferroni correction** — see [CRITIQUE.md](CRITIQUE.md).
INL-10e5c829	2026-09-02	C3	correction	inline	documentation/PROJECT_OVERVIEW.md	53	- **No periodicity is established in the wave — and none is excluded** — (the difference-wave construction is [McKenna & McKenna 1975](CITATIONS.md#mckenna-mckenna1975)'s) — autocorrelation drops off immediately and no lag leaves the 95% band; the FFT's largest bin reaches 2.45× the white-noise floor, the only one of 31 above the shipped report's **explicitly ad-hoc** 2× threshold and untested for [...truncated]
INL-80982bc	2026-07-22	C3	corrected	inline	documentation/PROJECT_OVERVIEW.md	56	- **Complements are unusually close — with the scope stated** — King Wen places complementary hexagrams closer than random (0th percentile **against unconstrained random permutations**; under the exact pair-constrained C1&C4 null the tail is **8.1%** — P(C3 ≤ 776) = 8.106%, `verify.py --check-null-g`; the 3.9th-percentile figure is a sampled measurement at the stricter C1+C2+C4+C5 scope, every con [...truncated]
INL-2bab5a92	2026-07-05	C3	corrected	inline	documentation/PROJECT_OVERVIEW.md	59	- **The no-5-line property is not KW-exclusive** — `solve.c --null-historical` tests four documented orderings: **King Wen and [Jing Fang](CITATIONS.md#jingfang)'s 8 Palaces avoid 5-line transitions** (2 of 4); the [Mawangdui](https://en.wikipedia.org/wiki/Mawangdui_Silk_Texts) silk-text ordering has **exactly one** (at the octet seam #48 Jing → #51 Zhen, where its trigram-block construction reset [...truncated]
INL-196f9f0a	-	C3	correction	inline	documentation/PROJECT_OVERVIEW.md	63	Note: with 28 analyses, some results will appear unusual by chance alone. The strongest findings (pair structure, combined constraints) survive multiple comparison correction. Weaker findings should be interpreted with caution. See [CRITIQUE.md](CRITIQUE.md) for known limitations.
INL-2a22dd5c	2026-07-04	C2	mislabeled	inline	documentation/PROJECT_OVERVIEW.md	90	*(Revision 2026-07-04, primary-evidence sweep: this table and the MI example below previously presented values from the legacy 742M dataset — an invalidated-era artifact retained for forensic reference only — mislabeled as "d3 10T" (pos 2 = 3.83, pos 3 = 4.12, "cascade 4-20", mean H = 2.05, top MI 19↔20 = 1.15). They have been replaced with the actual d3 10T log values, which also change the struc [...truncated]
INL-2d2677f0	2026-04-14	C2	propagation	inline	documentation/PROJECT_OVERVIEW.md	94	Pairwise mutual information I(p; q) measures how much knowing the pair at position p reduces uncertainty about position q. The strongest correlations are between adjacent positions in the cascade region (top pair at d3 10T: position 20 ↔ 21 = 1.39 bits; §[10]), reflecting the tight local propagation. Notably: **boundaries 25 and 27 — both in every greedy minimum — have weak mutual information with [...truncated]
INL-54f613	2026-09-02	C3	correction	inline	documentation/PROJECT_OVERVIEW.md	96	Per-boundary conditional entropy on d3 (`analyze_d3.log` section [18]) directly quantifies how much fixing a boundary to match KW reduces total sequence uncertainty (baseline: 73.17 bits across 32 positions). The most informative boundaries are the early ones: boundary 4 contributes 46.8 bits of information, boundary 5 contributes 42.7 bits, boundary 6 contributes 39.7 bits. **Boundaries 25 and 27 [...truncated]
INL-1b3f4095	-	C2	propagates	inline	documentation/PROJECT_OVERVIEW.md	102	- **Boundaries in the late cascade region are nested, not interchangeable.** `joint(b1, b2) = min(survivors(b1), survivors(b2))` states **containment**, not equality: the smaller survivor set sits inside the larger, so matching the lower-survivor boundary implies matching the higher and the converse fails. At d3 10T (§[3]) boundary 15 has 21,794,755 survivors against boundary 19's 152,468,987 — a [...truncated]
INL-2c4e8433	-	C3	corrected	inline	documentation/PROJECT_OVERVIEW.md	103	- **The back-zone boundaries 25, 26 and 27 are the most independent of the cascade region.** In the d3 10T §[9] most-independent list the top entry is `b=25, b'=27` (joint 43,236 against min-single 4,870,534, ratio 0.009); boundary 26 pairs with cascade boundaries 6, 7, 8 and 9 at ratios 0.007-0.008, and `b=3, b'=25` at 0.008. Every boundary pair outside that top-10 scores at or above 0.009. It is [...truncated]
INL-287bca88	2026-07-04	C3	corrected	inline	documentation/PROJECT_OVERVIEW.md	111	- **Greedy minimum boundaries to uniquely identify KW: 5**, set **{4, 27, 25, 21, 1}** (consumed in that order; each step eliminates the prior survivors) — identical in membership and greedy order to the 100T result. Boundary 4 alone eliminates 10,525,220,592 of 10,525,271,996 non-KW records (99.999%), then 27 → 481 survivors, then 25 → 14, then 21 → 1, then 1 → 0. The single record surviving the [...truncated]
INL-3267b24d	2026-07-04	C4	caveats	inline	documentation/PROJECT_OVERVIEW.md	112	- **Working 4-subset count (§[8]) collapses to 0 at 560T**, vs 4 at 742M and 8 at 11.2T. At 560T (as at 100T) there is no 4-tuple of boundaries that, applied jointly to the 10.5 B record set, reduces survivors to ≤ 1 — consistent with the §[6] greedy minimum of 5. **This makes the "4-set uniquely identifies KW" framing scale-bounded; at canonical depth the minimum is 5.** *(Cross-era caveats, adde [...truncated]
INL-3ace2447	2026-09-02	C2	scope note	inline	documentation/PROJECT_OVERVIEW.md	113	- **Mandatory boundaries 25 + 27 are still mandatory** under the greedy-ordered framing — both appear in the §[6] minimum set. The boundary-25/27 *independence* (§[9]: 25+27 ratio = 0.007) is reaffirmed: no *single* other boundary carries their information, because a boundary pins two consecutive positions and only boundary 25 pins {25, 26}. *(Corrected 2026-09-02: this bullet closed on an unrestr [...truncated]
INL-1e7248c0	2026-07-04	C3	corrected	inline	documentation/PROJECT_OVERVIEW.md	117	- **Per-position conditional entropy headline (§[18])**: boundary 4 alone yields 45.14 bits of information gain (baseline H = 77.81 bits, summed over all 32 positions — position 1 contributes 0.00; wording corrected 2026-07-04 from "across 31 positions"). Boundaries 25 and 27 contribute 10.73 and 10.63 bits respectively — mid-pack on info-gain but indispensable in the *combinatorial* sense per the [...truncated]
INL-26753889	2026-06-14	C1	withdrawn	inline	documentation/PROJECT_OVERVIEW.md	121	**3-point scaling trajectory (11.2T → 100T → 560T, 2026-06-14).** The per-cell record sets across the three deepest canonicals are **strictly nested** (11.2T ⊆ 100T ⊆ 560T) with 0 monotonicity violations under pair-identity keying — records 759,608,573 → 3,432,399,297 → 10,525,271,997, pair-identity cells yielding 9,799 → 10,062 → 10,618. Growth is **sublinear** (×50 per-cell budget → ×13.86 recor [...truncated]
INL-350ef580	2026-04-20	C3	superseded	inline	documentation/PROJECT_OVERVIEW.md	123	### 100T d3 canonical results (2026-04-20; historical reference, superseded by 560T)
INL-1382a383	2026-04-20	C3	corrected	inline	documentation/PROJECT_OVERVIEW.md	125	The 100T d3 canonical (sha `915abf30…`, 3,432,399,297 orderings, established 2026-04-20) was the deepest published enumeration prior to the 560T canonical above. Its findings are preserved here as a historical scale-comparison reference; 560T headline numbers above are now authoritative. *(Revision 2026-07-04: the 100T record count throughout this document was corrected 3,432,399,298 → 3,432,399,2 [...truncated]
INL-1b43958b	2026-07-04	C3	corrected	inline	documentation/PROJECT_OVERVIEW.md	127	- **Boundary minimum was 5 at 100T** (greedy-optimal set **{1, 4, 21, 25, 27}**); the d2 10T and d3 10T canonicals had 4 specific boundaries uniquely determining KW. Boundaries {25, 27} remain in the greedy minimum across all three partitions (the greedy-scope caveat above applies). Note: the 560T re-evaluation above confirms the greedy minimum **stays 5 at 560T with the identical set {1, 4, 21, 2 [...truncated]
INL-2c257e14	-	C4	caveat	inline	documentation/PROJECT_OVERVIEW.md	129	- **Edit-distance distribution heavily right-skewed toward KW's far side.** Mode at edit distance 30 (867,721,617 records = 25.28%); only 10.87% of records within edit distance 25 of KW (§[28] cumulative). The same caveat as at 560T above applies: `edit_dist_kw` is a KW-referencing dimension — KW is the unique record at distance 0, percentile 0.0000% ([DISTRIBUTIONAL_ANALYSIS.md](DISTRIBUTIONAL_AN [...truncated]
INL-361ad028	2026-07-04	C1	retracted	inline	documentation/PROJECT_OVERVIEW.md	141	The underlying constraint geometry — that within-pair orientation is strongly CORRELATED rather than free — for King Wen's pair sequence, exactly 1,720,320 of the 2³¹ C4-oriented orientation vectors remain valid (~20.7 free bits; only 9 of the 31 bits can be flipped individually, but joint reconfigurations open far more than the old 'almost entirely forced' gloss suggested — corrected 2026-07-04 b [...truncated]
INL-1385d243	2026-07-26	C3	corrected	inline	documentation/PROJECT_OVERVIEW.md	165	**Headline result (corrected 2026-07-26):** an earlier version of this section
INL-9ab334b	-	C1	withdrawn	inline	documentation/PROJECT_OVERVIEW.md	170	against its own template, and it is withdrawn. On the two KW-independent dimensions
INL-5d53db1	-	C3	correction	inline	documentation/PROJECT_OVERVIEW.md	174	look-elsewhere correction. Full method, exact counts, and the audit trail:
INL-248b9954	-	C3	corrected	inline	documentation/PROJECT_OVERVIEW.md	184	Reproducibility — **the published CLI does not reach the corrected headline.**
INL-176c09fa	-	C1	withdrawn	inline	documentation/PROJECT_OVERVIEW.md	188	above: it runs the **withdrawn seven-dimension** analysis. `_P2_JD_DIMS` is a
INL-45e91ad	2026-07-22	C3	consistency	inline	documentation/PROJECT_OVERVIEW.md	205	*Revision 2026-07-22 (C3 scope-consistency sweep): the 3.9th-percentile complement-distance figure is now labeled at its measured scope (C1+C2+C4+C5 — every constraint except C3 itself; the exact pair-constrained C1&C4-null tail is 8.1%, `verify.py --check-null-g`); the "specific C3 threshold of 776" clause was reworded (the threshold is KW's own extracted value — definitional, not a finding); and [...truncated]
INL-f58c24b	2026-08-01	C1	withdrawn	inline	documentation/PROJECT_OVERVIEW.md	207	*Revision 2026-08-01 (lens sweep — C3 percentile flag): the 3.9th-percentile complement-distance figure is **flagged and withdrawn from citation**. It is a statistic of the 13,296-ordering `solve.py` differential slice, whose stated range [11.75, 14.5] cannot be the range of C1+C2+C4+C5 — the strictly smaller C1–C5 canonical contains orderings at cd = 6.125 — and the suite's own ledger gives 1.328 [...truncated]
INL-f0f624d	2026-07-26	C1	withdrawn	inline	documentation/PROJECT_OVERVIEW.md	209	*Revision 2026-07-26 (de-circularization + precision sweep): the joint-KDE headline in §"Observed distributional regularity" is withdrawn and replaced with the honest de-circularized result (KW ≈ 30th percentile of joint density on the KW-independent dimensions — see [DISTRIBUTIONAL_ANALYSIS.md](DISTRIBUTIONAL_ANALYSIS.md)); the "seven null-model families" C1-zero claim is scoped to the six uncond [...truncated]
INL-1d70ff77	2026-09-01	C1	withdrawn	inline	documentation/PROJECT_OVERVIEW.md	211	*Revision 2026-09-01 (adjudicated correction batch — thirteen findings): the opening paragraph now distinguishes the **raw** ≈1.33×10³⁸ estimate from the **canonical** counts it was implicitly a denominator for, and gives the 2026-08-24 bounds `[1.0525×10¹⁰, 31! = 8.2228×10³³]` instead of a ratio between incommensurable units. The `roae.py`/`solve.c` comparison table is corrected in five of its ce [...truncated]
INL-15d58212	-	C4	caveats	inline	documentation/README.md	17	| Known limitations, methodological caveats, null-model results | [CRITIQUE.md](CRITIQUE.md) |
INL-1b6ecef5	-	C3	corrections	inline	documentation/README.md	18	| Project history — missteps, corrections, the forensic trail | [HISTORY.md](HISTORY.md) |
INL-32391c35	-	C3	corrections	inline	documentation/README.md	19	| Registered corrections to published claims (append-only) — C4 qualifiers and unregistered edits are in [CORRECTIONS_INVENTORY.tsv](CORRECTIONS_INVENTORY.tsv), not in this file; see CORRECTIONS.md §"What this record does not contain" | [CORRECTIONS.md](CORRECTIONS.md) |
INL-19ffa873	-	C4	caveats	inline	documentation/README.md	27	- **[SOLVE.md](SOLVE.md)** — Technical analysis of all 28 statistical findings, with appropriate null-model caveats. The project's working scientific record; by its own authority note it is a legacy narrative that predates the [technical reports](../reports/README.md), and where the two disagree **the reports win**.
INL-2d6b4c81	-	C4	caveat	inline	documentation/README.md	30	- **[CRITIQUE.md](CRITIQUE.md)** — Honest limitations: the null-model caveat, statistical framing, what the project does NOT prove.
INL-15846b1	2026-07-26	C1	withdrawn	inline	documentation/README.md	31	- **[DISTRIBUTIONAL_ANALYSIS.md](DISTRIBUTIONAL_ANALYSIS.md)** — Where King Wen sits in the joint distribution of observables across the canonical (the former "rank < 10⁻⁵" headline was withdrawn 2026-07-26 as circular; de-circularized result: ≈30th percentile on the KW-independent dimensions — distributionally unremarkable. That ≈30% figure is **published ahead of its public reproduction command* [...truncated]
INL-a039262	2026-07-02	C3	corrected	inline	documentation/README.md	51	- **[SYMMETRY_SEARCH.md](SYMMETRY_SEARCH.md)** — POSITIVE result: the C1–C5 constraint system admits an exact symmetry group — the 48 bit-position permutations commuting with bit-reversal (B₃, the octahedral group; effective group on canonical records S₄, order 24) — proven, and complete over all 64! hexagram relabelings *that preserve each constraint predicate*; the finite kernel is machine-check [...truncated]
INL-12256440	2026-06-08	C3	supersedes	inline	documentation/README.md	77	- **[CAMPAIGN_METHODOLOGY.md](CAMPAIGN_METHODOLOGY.md)** — Methodology and reproducibility guide for very-large (11.2T+) canonical enumeration campaigns, including the 560T worked example and the milestone-extension recipe. Supersedes [LARGE_SCALE_CAMPAIGNS.md](LARGE_SCALE_CAMPAIGNS.md) as of 2026-06-08 — deprecated as the *entry point*, retained as the operations reference (next entry).
INL-1f1aa2d1	2026-06-08	C3	superseded	inline	documentation/README.md	79	- **[LARGE_SCALE_CAMPAIGNS.md](LARGE_SCALE_CAMPAIGNS.md)** — The operations guide. Deprecated as the *entry point* (2026-06-08) but **not superseded in content**: the 2026-08-08 section-by-section comparison found the two documents complementary, and §2 sizing (thread caps, VM-count trade-offs, per-thread rates), §6 per-VM runner and cross-VM orchestrator pseudocode, §9b/9c disk-based external and [...truncated]
INL-b35b908	-	C3	corrections	inline	documentation/README.md	84	- **[HISTORY.md](HISTORY.md)** — Day-by-day project narrative. The honest record of how the analysis evolved, including bugs found, claims invalidated, and corrections made. Largest single document; the canonical source of "how did we get here."
INL-11e3e296	2026-09-01	C3	corrected	inline	documentation/REBUILD_FROM_SPEC.md	47	**Reject** the file if magic ≠ `'ROAE'`, if version is not a version you know, or if any of the 16 reserved bytes is nonzero. ⚠ **[CORRECTED 2026-09-01 — the header table's Reserved row read "zero-filled (advisory — tolerate nonzero)" and the Python below performed no check. Both shipped readers reject: [`SOLUTIONS_FORMAT.md`](SOLUTIONS_FORMAT.md) §File header is normative ("MUST be zero"), and si [...truncated]
INL-1c5bd708	2026-09-02	C3	corrected	inline	documentation/REBUILD_FROM_SPEC.md	49	✅ **Scope of that cross-check — divergence found 2026-09-02, CLOSED the same day.** "Both shipped verifiers" above means `verify.py` and `solve --verify`. On the morning of 2026-09-02 it did **not** extend to `verify.c --check-artifact`, the independent C instrument documented in [VERIFY.md](VERIFY.md): that mode read the 32-byte header, checked the magic, and then reported `SCOPE=validity_sortedn [...truncated]
INL-19ae19fb	2026-09-02	C3	corrected	inline	documentation/REBUILD_FROM_SPEC.md	151	⚠ **[CORRECTED 2026-09-02 — this step previously decoded `pair_index` and went straight to `pairs[pair_index]`, and the only range guard in the document sat inside Step 4's C1 snippet, one step later. A literal sequential implementation therefore dereferenced the pair table before validating the index. The defect is ordering, not arithmetic: no verdict changes for a well-formed record, but a hosti [...truncated]
INL-2fdf2814	2026-08-27	C3	corrected	inline	documentation/REBUILD_FROM_SPEC.md	167	> ⚠ **Corrected 2026-08-27 (Q-293).** This paragraph previously said `byte[0]` could be
INL-b436728	2026-09-02	C3	corrected	inline	documentation/REBUILD_FROM_SPEC.md	272	⚠ **[CORRECTED 2026-09-02 — this step previously told a rebuilder to expect a King Wen record in every file, and put the size of King Wen's collapsed orientation class at 4. Both are wrong. The count is off by a factor of 430,080 against the recount instrument above; and requiring presence contradicts `verify.py`, whose own comment on the check reads that a shard "legitimately need not contain Kin [...truncated]
